	S2-103v3	S4-106v3	S6-109v3	S8-111v3	S10-117v3	S12-118v3	S14-122v3	S16-202v3	S20-304v3	S22-305v3	S24-309v3	S26-311v3	S28-315v3	S30-316v3	S32-321v3	S34-322v3	S36-401v3	S38-404v3	S40-408v3	S42-413v3	S86-101V3	S92-108v3	S94-113v3	S96-114v3	S98-120v3	S100-203v3	S102-207v3	S104-301v3	S108-310v3	S110-314v3	S114-319v3	S116-403v3	S118-405v3	S120-410v3	S122-411v3	S124-416v3
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Prevotellaceae_g__Prevotella	6.31578947368e-05	0.137705263158	3.15789473684e-05	0.0114	0.213210526316	6.31578947368e-05	0.0971578947368	0.00409473684211	0.0654	0.0292315789474	0.167884210526	0.112652631579	5.26315789474e-05	0.0	2.10526315789e-05	0.0	2.10526315789e-05	0.176947368421	0.0	1.05263157895e-05	1.05263157895e-05	0.451094736842	7.36842105263e-05	4.21052631579e-05	9.47368421053e-05	4.21052631579e-05	2.10526315789e-05	0.392305263158	5.26315789474e-05	0.222115789474	8.42105263158e-05	1.05263157895e-05	1.05263157895e-05	0.000157894736842	0.000126315789474	0.242789473684
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_Other	1.05263157895e-05	0.0004	0.0135263157895	0.0515052631579	0.00370526315789	0.0119052631579	0.00827368421053	0.00896842105263	0.00676842105263	0.00134736842105	0.00818947368421	0.0	0.00493684210526	0.0159263157895	0.00883157894737	0.0161473684211	0.00201052631579	0.00596842105263	0.00582105263158	0.00926315789474	0.00110526315789	0.00426315789474	0.0118105263158	0.0221157894737	0.00172631578947	0.00877894736842	0.000168421052632	0.00149473684211	0.0259263157895	7.36842105263e-05	0.00601052631579	0.0139368421053	0.0207684210526	0.0149263157895	0.00621052631579	0.00238947368421
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__	0.0	0.000263157894737	0.0149684210526	0.0180736842105	0.00371578947368	0.00294736842105	0.00253684210526	0.000326315789474	0.00101052631579	0.0115368421053	0.00127368421053	0.0	0.00676842105263	0.000926315789474	0.00963157894737	0.00501052631579	0.00773684210526	0.00330526315789	0.00102105263158	0.00747368421053	0.000189473684211	0.000536842105263	0.00106315789474	0.0018	0.000821052631579	0.00155789473684	0.000126315789474	0.00168421052632	0.0	0.000663157894737	0.001	0.0157578947368	0.000957894736842	0.0182526315789	0.0109894736842	0.00254736842105
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__AF12	0.0	5.26315789474e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126315789474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000210526315789
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__Alistipes	0.0	0.000505263157895	0.0	0.0	0.000557894736842	3.15789473684e-05	0.0	0.0	7.36842105263e-05	0.00111578947368	0.000305263157895	0.0	3.15789473684e-05	0.000515789473684	0.000652631578947	0.0002	1.05263157895e-05	0.000452631578947	6.31578947368e-05	3.15789473684e-05	1.05263157895e-05	0.000294736842105	0.0	8.42105263158e-05	0.0	1.05263157895e-05	0.0	0.0002	1.05263157895e-05	0.0	0.0	0.000410526315789	0.000915789473684	1.05263157895e-05	0.000178947368421	0.000168421052632
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__human	0.0	0.0	0.0	0.0	0.0	0.0128631578947	0.0	0.0	1.05263157895e-05	0.0	0.0115894736842	0.0	0.0	0.0	0.0	0.0196631578947	0.0	0.0121684210526	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__S24-7_g__	0.0	0.00230526315789	0.0	0.0	0.0	0.0	0.0270842105263	0.00729473684211	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00289473684211	0.00869473684211	0.0	0.0	0.0102105263158	0.0	0.0	0.0	0.0	0.0	4.21052631579e-05	0.0	0.00467368421053	1.05263157895e-05	0.0	0.0	0.0127157894737	0.0	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__[Barnesiellaceae]_Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15789473684e-05	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	5.26315789474e-05	0.0	7.36842105263e-05	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	3.15789473684e-05	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	1.05263157895e-05	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__[Barnesiellaceae]_g__	0.0	0.000136842105263	0.00944210526316	0.0	0.00492631578947	0.0014	0.00109473684211	0.00448421052632	0.00249473684211	0.0026	0.00643157894737	1.05263157895e-05	0.00643157894737	0.00783157894737	0.00669473684211	0.0103894736842	0.00564210526316	0.00444210526316	0.00481052631579	0.0	0.0	0.000715789473684	0.0096	0.0201684210526	0.00147368421053	0.00601052631579	0.000115789473684	0.00290526315789	2.10526315789e-05	0.0	0.00552631578947	0.0102736842105	0.00928421052632	0.0160105263158	0.00364210526316	0.00173684210526
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__[Barnesiellaceae]_g__Barnesiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__[Odoribacteraceae]_g__Butyricimonas	0.0	0.000147368421053	0.0	0.0	0.000431578947368	0.0002	0.00258947368421	0.000526315789474	0.00167368421053	0.00106315789474	0.0	0.0	0.00190526315789	0.0	0.0	0.00158947368421	0.000484210526316	0.00131578947368	0.000389473684211	0.0	3.15789473684e-05	0.000378947368421	0.000315789473684	0.00176842105263	0.000252631578947	0.0	7.36842105263e-05	0.000378947368421	0.0	0.000115789473684	0.00108421052632	0.00135789473684	2.10526315789e-05	0.00486315789474	0.000178947368421	0.000347368421053
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__[Odoribacteraceae]_g__Odoribacter	0.0	0.000242105263158	0.0008	0.0	0.00291578947368	0.00164210526316	0.00151578947368	0.00102105263158	0.00317894736842	0.000736842105263	0.0	0.0	0.005	0.000652631578947	0.00332631578947	0.00272631578947	0.000568421052632	0.00249473684211	0.0032	0.0044	0.000894736842105	0.000789473684211	0.00124210526316	0.00213684210526	0.000810526315789	0.00192631578947	0.000115789473684	0.000821052631579	0.0	0.000115789473684	0.00258947368421	0.00116842105263	0.00109473684211	0.00422105263158	0.00129473684211	0.0004
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__[Paraprevotellaceae]_g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00117894736842	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__[Paraprevotellaceae]_g__CF231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__[Paraprevotellaceae]_g__Paraprevotella	0.0	0.00206315789474	0.0	1.05263157895e-05	0.00495789473684	0.0	0.0	0.00463157894737	0.00208421052632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00401052631579	0.0	0.0	0.0	0.00310526315789	0.0	0.0	0.0	0.0	0.0	0.00106315789474	0.0	9.47368421053e-05	1.05263157895e-05	0.0	0.00281052631579	0.0	0.00102105263158	0.0
k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__[Paraprevotellaceae]_g__[Prevotella]	0.0	0.0148	0.0	0.0	0.0	0.0	0.00237894736842	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00231578947368	0.0	0.0	0.0	0.0	0.0	0.0113157894737
k__Bacteria_p__Cyanobacteria_c__4C0d-2_o__YS2_f___g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.36842105263e-05	0.00308421052632	0.0	0.0	0.0	0.0	0.0	0.000631578947368	0.0	0.0	0.0	0.000315789473684	0.0002	0.0	0.0	0.000484210526316	0.0	0.0	0.000694736842105	0.0	0.0	0.000705263157895	0.0	0.0	0.0	7.36842105263e-05	0.000210526315789	0.0	0.0
k__Bacteria_p__Cyanobacteria_c__Chloroplast_o__Streptophyta_f___g__	1.05263157895e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	2.10526315789e-05	0.0	0.0	8.42105263158e-05	0.0	0.0	1.05263157895e-05	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	3.15789473684e-05	1.05263157895e-05	0.0	1.05263157895e-05	2.10526315789e-05	1.05263157895e-05	2.10526315789e-05	2.10526315789e-05
k__Bacteria_p__Elusimicrobia_c__Elusimicrobia_o__Elusimicrobiales_f__Elusimicrobiaceae_g__	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000115789473684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_Other_Other_Other_Other	0.0	2.10526315789e-05	0.000147368421053	0.0	0.000536842105263	0.00348421052632	0.000410526315789	6.31578947368e-05	0.000863157894737	0.0012	0.000294736842105	0.0	7.36842105263e-05	0.0	0.0	0.00156842105263	0.000105263157895	0.000105263157895	5.26315789474e-05	0.000652631578947	0.0	0.0	9.47368421053e-05	2.10526315789e-05	0.0	3.15789473684e-05	0.0	0.000115789473684	9.47368421053e-05	0.00108421052632	0.0	0.000389473684211	6.31578947368e-05	0.00141052631579	0.00136842105263	0.000505263157895
k__Bacteria_p__Firmicutes_c__Bacilli_Other_Other_Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_Other_Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Bacillaceae_g__Bacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15789473684e-05
k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Staphylococcaceae_g__Staphylococcus	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	1.05263157895e-05
k__Bacteria_p__Firmicutes_c__Bacilli_o__Gemellales_f__Gemellaceae_g__	3.15789473684e-05	7.36842105263e-05	2.10526315789e-05	2.10526315789e-05	1.05263157895e-05	2.10526315789e-05	0.0	0.000168421052632	1.05263157895e-05	5.26315789474e-05	0.0	1.05263157895e-05	0.0	1.05263157895e-05	0.0	1.05263157895e-05	3.15789473684e-05	2.10526315789e-05	2.10526315789e-05	1.05263157895e-05	0.000136842105263	1.05263157895e-05	0.0	1.05263157895e-05	3.15789473684e-05	0.0	1.05263157895e-05	3.15789473684e-05	7.36842105263e-05	0.000147368421053	1.05263157895e-05	2.10526315789e-05	2.10526315789e-05	0.000126315789474	0.000157894736842	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_Other_Other	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.21052631579e-05	0.0	0.0	4.21052631579e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Aerococcaceae_g__Abiotrophia	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	3.15789473684e-05	0.0	1.05263157895e-05	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	3.15789473684e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Carnobacteriaceae_g__Carnobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.31578947368e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Carnobacteriaceae_g__Granulicatella	5.26315789474e-05	4.21052631579e-05	9.47368421053e-05	3.15789473684e-05	8.42105263158e-05	2.10526315789e-05	7.36842105263e-05	0.000221052631579	2.10526315789e-05	1.05263157895e-05	8.42105263158e-05	6.31578947368e-05	0.0	2.10526315789e-05	1.05263157895e-05	2.10526315789e-05	0.0	5.26315789474e-05	4.21052631579e-05	1.05263157895e-05	4.21052631579e-05	0.0	1.05263157895e-05	2.10526315789e-05	5.26315789474e-05	2.10526315789e-05	2.10526315789e-05	5.26315789474e-05	4.21052631579e-05	6.31578947368e-05	0.000263157894737	1.05263157895e-05	3.15789473684e-05	0.0	7.36842105263e-05	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Enterococcaceae_g__Enterococcus	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.000115789473684	0.0	0.0	0.0	0.000547368421053	0.0	0.0	0.0	0.00127368421053	0.0	7.36842105263e-05	0.0	0.0	0.0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Lactobacillaceae_Other	0.0	0.000357894736842	3.15789473684e-05	0.0	0.0	2.10526315789e-05	0.0	1.05263157895e-05	0.0	4.21052631579e-05	0.0	3.15789473684e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.26315789474e-05	0.0	0.000273684210526	0.0	0.0	1.05263157895e-05	0.0	0.0	0.000105263157895	0.0	0.0	0.00103157894737	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Lactobacillaceae_g__Lactobacillus	0.0	0.000147368421053	6.31578947368e-05	0.0	0.000610526315789	0.0	7.36842105263e-05	0.000273684210526	0.0	0.0	0.0	1.05263157895e-05	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	0.000736842105263	2.10526315789e-05	1.05263157895e-05	0.0	2.10526315789e-05	0.000252631578947	0.000168421052632	0.00555789473684	0.000178947368421	1.05263157895e-05	0.000557894736842	0.000221052631579	2.10526315789e-05	0.0	4.21052631579e-05	0.0	1.05263157895e-05
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Lactobacillaceae_g__Pediococcus	0.0	8.42105263158e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Leuconostocaceae_Other	0.0	5.26315789474e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.36842105263e-05
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Leuconostocaceae_g__Leuconostoc	0.0	0.0	2.10526315789e-05	0.0	0.0	3.15789473684e-05	0.0	1.05263157895e-05	0.0	5.26315789474e-05	0.0	0.000410526315789	0.0	1.05263157895e-05	0.0	3.15789473684e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	8.42105263158e-05	0.0	0.0	0.0	0.0	0.000136842105263	6.31578947368e-05	0.0	0.0	1.05263157895e-05	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Leuconostocaceae_g__Weissella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Lactococcus	0.0	0.0	0.000115789473684	7.36842105263e-05	3.15789473684e-05	8.42105263158e-05	0.0	0.00113684210526	5.26315789474e-05	5.26315789474e-05	0.000452631578947	0.00247368421053	1.05263157895e-05	0.000126315789474	0.000305263157895	0.00148421052632	0.0	2.10526315789e-05	0.0	3.15789473684e-05	0.0	0.000136842105263	9.47368421053e-05	0.000536842105263	0.000368421052632	4.21052631579e-05	0.0	0.0	1.05263157895e-05	4.21052631579e-05	8.42105263158e-05	0.000547368421053	1.05263157895e-05	2.10526315789e-05	0.000126315789474	0.0
k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Streptococcaceae_g__Streptococcus	0.00164210526316	0.00277894736842	0.00102105263158	0.000536842105263	0.00693684210526	0.00204210526316	0.00109473684211	0.0842315789474	0.000547368421053	0.00295789473684	0.00528421052632	0.00737894736842	0.00127368421053	0.000705263157895	0.0008	0.00517894736842	0.00763157894737	0.00305263157895	0.00647368421053	0.00109473684211	0.0193894736842	0.000547368421053	0.00413684210526	0.00242105263158	0.00105263157895	0.00472631578947	0.00118947368421	0.0190526315789	0.00347368421053	0.00951578947368	0.0279052631579	0.00197894736842	0.00257894736842	0.0016	0.00408421052632	0.00171578947368
k__Bacteria_p__Firmicutes_c__Bacilli_o__Turicibacterales_f__Turicibacteraceae_g__Turicibacter	0.00104210526316	0.0	0.0	0.000231578947368	0.000515789473684	0.000336842105263	0.0	4.21052631579e-05	0.000442105263158	2.10526315789e-05	2.10526315789e-05	0.001	0.000263157894737	0.0	0.000336842105263	0.00167368421053	0.00257894736842	0.00137894736842	0.000126315789474	0.000789473684211	3.15789473684e-05	0.000726315789474	1.05263157895e-05	0.00174736842105	9.47368421053e-05	0.0	0.000242105263158	0.0	0.000263157894737	0.000231578947368	0.000147368421053	0.000136842105263	1.05263157895e-05	0.00322105263158	1.05263157895e-05	0.0
k__Bacteria_p__Firmicutes_c__Clostridia_Other_Other_Other	0.0	0.000578947368421	1.05263157895e-05	0.0	0.0	1.05263157895e-05	0.000652631578947	0.000863157894737	0.000957894736842	2.10526315789e-05	1.05263157895e-05	0.0	0.000294736842105	0.0	0.0	0.00206315789474	0.00121052631579	0.0006	6.31578947368e-05	0.000136842105263	0.0	0.0	0.0	1.05263157895e-05	0.0	6.31578947368e-05	0.0	0.0	0.000126315789474	0.00165263157895	0.0	4.21052631579e-05	0.0	0.000221052631579	1.05263157895e-05	0.000642105263158
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_Other_Other	0.00334736842105	0.00906315789474	0.0154631578947	0.00657894736842	0.0201157894737	0.00994736842105	0.00496842105263	0.0209789473684	0.0165368421053	0.0176315789474	0.00842105263158	0.00874736842105	0.0152947368421	0.00296842105263	0.0155052631579	0.0133789473684	0.0174210526316	0.00862105263158	0.0116210526316	0.00571578947368	0.00193684210526	0.00390526315789	0.00670526315789	0.0102210526316	0.0143157894737	0.0185157894737	0.0246421052632	0.00446315789474	0.0126421052632	0.0108315789474	0.0184210526316	0.0144947368421	0.00872631578947	0.0153789473684	0.0203578947368	0.00495789473684
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f___g__	0.0	0.00192631578947	0.0321368421053	1.05263157895e-05	0.00429473684211	0.0468526315789	0.00670526315789	0.0332210526316	0.0367473684211	0.0130526315789	0.0158631578947	0.0	0.0168	8.42105263158e-05	0.00658947368421	0.0586947368421	0.0215368421053	0.0256421052632	0.0164631578947	0.00682105263158	2.10526315789e-05	0.0100736842105	0.0132	0.000115789473684	0.00167368421053	0.0170947368421	0.0	0.000536842105263	0.00903157894737	0.0205157894737	1.05263157895e-05	0.0648842105263	0.0218736842105	0.107536842105	0.151589473684	0.0350210526316
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Christensenellaceae_Other	0.0	1.05263157895e-05	3.15789473684e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05263157895e-05	0.0	3.15789473684e-05	2.10526315789e-05	2.10526315789e-05
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Christensenellaceae_g__	0.0	0.000378947368421	0.000557894736842	0.000189473684211	0.00256842105263	0.000389473684211	4.21052631579e-05	0.000305263157895	0.00223157894737	0.0152736842105	0.000315789473684	7.36842105263e-05	0.00169473684211	0.000126315789474	0.000273684210526	0.0543684210526	0.000305263157895	0.00361052631579	0.00585263157895	0.000536842105263	0.0	7.36842105263e-05	0.000105263157895	0.000526315789474	4.21052631579e-05	0.00353684210526	0.0	0.000115789473684	0.000705263157895	0.000452631578947	0.0	0.00673684210526	0.00182105263158	0.00791578947368	0.00390526315789	0.00984210526316
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Christensenellaceae_g__Christensenella	0.0	0.0	0.0002	0.0	3.15789473684e-05	2.10526315789e-05	0.000126315789474	1.05263157895e-05	0.0	0.000115789473684	0.0	0.0	3.15789473684e-05	0.0	8.42105263158e-05	0.0	0.0	0.0	0.0	1.05263157895e-05	3.15789473684e-05	1.05263157895e-05	1.05263157895e-05	0.000157894736842	2.10526315789e-05	0.0	0.0	0.0	5.26315789474e-05	6.31578947368e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_Other	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.000210526315789	0.000842105263158	0.00356842105263	0.000126315789474	0.0	0.0	0.0	0.0154	1.05263157895e-05	0.00702105263158	0.0	0.000368421052632	0.0	0.00310526315789	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.31578947368e-05	0.0	0.0	0.0133157894737	0.0
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__	7.36842105263e-05	0.0	1.05263157895e-05	2.10526315789e-05	0.00285263157895	8.42105263158e-05	0.000221052631579	0.0	0.000157894736842	3.15789473684e-05	4.21052631579e-05	0.000484210526316	0.000263157894737	1.05263157895e-05	0.000273684210526	0.00113684210526	0.00472631578947	0.000242105263158	0.000252631578947	0.00126315789474	1.05263157895e-05	0.00153684210526	0.000105263157895	0.0006	0.0	0.0	0.000357894736842	1.05263157895e-05	0.000263157894737	0.00388421052632	0.00232631578947	0.00221052631579	8.42105263158e-05	0.00150526315789	0.0002	0.000694736842105
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__02d06	0.0	0.000178947368421	0.0	0.0	0.00310526315789	0.0	0.0	0.0	0.000221052631579	0.0	0.0	0.0	0.0	0.0	0.0	0.00138947368421	0.0	0.000589473684211	0.000168421052632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10526315789e-05	0.0	0.00515789473684	0.0	0.000326315789474	0.0	0.00328421052632
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__Clostridium	0.000936842105263	0.0142736842105	0.004	0.0373473684211	0.00307368421053	0.0549368421053	0.00102105263158	0.0175263157895	0.00633684210526	0.00157894736842	0.00978947368421	0.009	0.00645263157895	0.00563157894737	0.00568421052632	0.00431578947368	0.00921052631579	0.00347368421053	0.00946315789474	0.0104842105263	0.002	0.00257894736842	0.00958947368421	0.00428421052632	0.003	0.00374736842105	0.00710526315789	0.00310526315789	0.0102315789474	0.000863157894737	0.0100947368421	0.00525263157895	0.00417894736842	0.00753684210526	0.00232631578947	0.000389473684211
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__SMB53	3.15789473684e-05	0.00310526315789	0.0	0.0	0.0108315789474	0.00763157894737	0.0	2.10526315789e-05	0.00175789473684	4.21052631579e-05	0.00434736842105	0.00309473684211	0.000631578947368	0.000126315789474	4.21052631579e-05	0.00166315789474	0.00617894736842	0.00448421052632	2.10526315789e-05	0.000284210526316	1.05263157895e-05	0.00104210526316	5.26315789474e-05	0.00167368421053	1.05263157895e-05	1.05263157895e-05	0.00185263157895	1.05263157895e-05	0.000326315789474	9.47368421053e-05	3.15789473684e-05	0.000136842105263	1.05263157895e-05	0.000568421052632	0.0	0.0
k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Dehalobacteriaceae_Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000505263157895	0.0	0.0	1.05263157895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
